Genes,R1_6,R1_21,R2_12,R2_17,R1_9,R2_3,R1_11,R1_17,R1_1,R2_9,R1_15,R1_22,R2_10,R1_16,R2_14,R1_20,R1_18,R1_19,R1_4,R1_2,R1_10,R1_12,R2_16,R2_13,R1_5,R1_7,R2_15,R2_18,R2_5,R2_1,R1_14,R2_2,R2_6,R1_3,R2_7,R2_8,R1_24,R1_8,R2_4,R1_23,R1_13,R2_11
MEG_1739|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,364,627,9576,0,193,379,1067,375,428,6512,834,292,510,1271,259,1421,307,0,180,188,436,477,140,397,577,202,568,0,361,713,467,942,0,0,976,92760,161,141,0,82,152,430
MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,3836,131,3436,68,246,225,421,319,197,2041,364,208,411,585,83,864,277,0,95,143,2622,148,36,105,176,362,268,0,219,986,194,656,0,1088,240,42176,83,89,53,89,140,164
MEG_1410|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,26,0,0,101,0,44,0,0,135,0,130,0,95,0,0,0,97,121,0,0,24,441,82,467,93,51,0,0,121,49,778,108,30,0
MEG_4084|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRE,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5976|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,0,0,0,0,0,0
MEG_2767|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,0,0,0,0,0,110,0,0,0,0,26,0,82,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,852,1501,14368,1875,932,1382,2233,1466,1070,9265,1615,1156,3671,2885,3354,3744,809,0,251,715,619,3223,20299,980,969,442,42483,3226,1496,2093,1908,3305,326,322,13979,3530,379,497,477,1464,396,11238
MEG_6803|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,84,0,0,0,0,104,0,0,0,0,0,0,0,0,0
MEG_466|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0
MEG_7623|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
MEG_3789|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,2387,747,0
MEG_2566|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3109|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,5400,32705,4243,68318,15580,21198,40013,33503,20072,16058,40518,21746,2375,32300,6775,67702,17145,0,3183,11079,17791,26748,1166,20300,18514,13957,1739,24521,29719,38269,22638,39427,15351,256,24700,45021,8125,4464,6726,4593,4993,17581
MEG_4060|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MREA,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7394|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,609,740,730,19789,829,1984,705,2066,820,1678,789,1076,970,1305,6704,6482,1099,0,503,433,624,641,9766,10167,963,2191,3566,7009,2115,2414,2677,2747,3571,293,519,622,589,622,935,358,196,9072
MEG_6882|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5797|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|PMRA,73,0,0,0,86,0,0,0,295,0,0,0,0,40,0,0,0,0,0,123,293,0,0,0,0,333,0,665,0,0,0,0,0,0,0,0,0,1422,33,0,0,0
MEG_2524|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,27,75,0,54,33,41,32,39,0,52,39,0,73,0,120,0,0,0,0,0,39,0,0,77,54,0,0,53,123,84,148,0,0,29,7,42,31,0,39,0,6
MEG_1545|Drugs|betalactams|Class_A_betalactamases|CARB,1549,1286,21939,3085,832,2076,1844,1803,753,3078,1181,1293,2064,3332,8395,2586,405,0,558,857,565,992,37509,1792,1005,945,41125,6994,1805,3010,2231,4892,1142,241,563,5349,851,916,376,891,188,28201
MEG_2050|Metals|Copper_resistance|Copper_resistance_protein|COPC,210,199,25,0,161,146,113,96,230,0,83,185,0,530,27,159,44,0,27,282,272,1588,15,0,40,45,0,111,164,493,133,378,0,89,41,34,716,403,143,123,20,63
MEG_2772|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,47,102,241,0,58,96,117,67,20,77,91,0,162,78,142,94,0,0,43,186,40,0,128,206,63,0,0,110,108,141,121,84,0,0,0,38,0,0,0,0,0
MEG_3911|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF,1519,0,0,0,593,572,586,456,1728,0,395,300,0,466,0,929,0,0,451,1186,1880,1461,0,0,0,0,0,1082,0,0,430,0,0,684,1434,0,0,1275,0,0,0,0
MEG_7500|Drugs|Glycopeptides|VanC-type_regulator|VANSC,70,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3304,12243,21327,36767,6851,12216,11218,16388,8969,11512,10219,12083,15038,15000,10854,23571,9437,0,3185,5421,8053,7331,6524,24660,7236,10394,4665,25073,15334,14752,13219,18021,8171,157,11115,20117,3808,2940,2737,1916,1390,11986
MEG_1429|Drugs|betalactams|Class_A_betalactamases|BLAZ,49,31,0,0,22,0,0,0,34,0,0,1694,0,29,0,0,287,0,247,268,112,0,0,0,1061,227,8,0,45,771,456,178,330,901,0,0,444,85,2478,4444,2013,0
MEG_1215|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRC,0,0,135,0,22,34,0,25,0,46,13,42,19,40,0,23,33,0,0,21,0,58,15,46,0,0,12,0,0,0,26,0,0,0,108,38,0,0,0,0,0,57
MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,38,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
MEG_3784|Drugs|betalactams|Penicillin_binding_protein|MECA,594,790,70,0,136,155,51,39,473,47,177,36651,298,1281,0,64,4527,0,8774,4197,692,246,25,53,13223,577,0,51,442,16965,9016,15285,854,17653,60,98,13896,1248,13456,109056,27148,0
MEG_6579|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,737,611,345,132,548,1244,669,810,324,286,505,1285,564,1458,825,1370,285,0,150,768,286,1594,459,552,487,388,229,198,680,1799,709,1201,366,487,783,209,356,278,347,1201,1354,677
MEG_4174|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,0,264,4861,0,0,0,492,0,0,3062,353,0,253,0,167,719,164,0,0,89,0,327,0,0,0,149,199,0,0,0,190,348,0,0,362,42470,0,0,0,0,0,0
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,10727,67449,25272,117149,21751,28811,26701,43635,26175,30218,25422,38499,22941,35191,30340,55434,21066,43,5504,13884,14934,16843,21325,43822,14341,21182,13067,60316,40480,35268,32311,38545,12107,4335,25284,37546,7226,5431,5857,12049,5123,33841
MEG_5853|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,36,0,0,0,50,43,13,26,43,0,17,63,0,83,0,164,19,0,13,34,63,97,0,0,119,43,0,0,83,241,73,146,0,0,0,0,83,25,37,60,0,0
MEG_1783|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX,7966,6412,5489,3158,6901,10117,5150,11187,7346,2475,4921,29000,7428,10123,30179,8710,2781,0,1689,14604,4010,8754,41131,18410,3804,7943,8290,6905,6881,12915,8923,8336,1999,17426,7744,2519,3919,3115,1913,53030,30284,23003
MEG_4677|Drugs|betalactams|Class_D_betalactamases|OXA,185,0,0,0,14,0,23,0,0,75,7,170,0,0,0,0,0,0,0,97,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,43,36,0,0,0,0
MEG_1169|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,953,1710,28899,353,584,1121,3087,1296,1159,21960,2507,811,1772,3263,883,4441,922,0,388,577,1376,1815,488,1314,1884,358,2417,1116,709,1650,1308,1878,0,169,2778,313916,431,367,179,318,576,1348
MEG_882|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,240,371,5199,0,140,380,97,172,276,496,205,410,7929,680,50,588,110,0,172,176,788,369,106,62,260,149,67,0,362,1257,486,708,0,0,181,334,1172,129,244,279,56,80
MEG_1349|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,28,0,0,15,40,0,0,53,0,0,1343,0,25,0,0,201,0,174,210,88,0,0,11,774,155,0,0,0,515,311,151,285,598,0,0,255,96,1651,2847,1403,0
MEG_1450|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,654,0,0,0
MEG_7683|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,0,187,547,14249,291,657,143,1048,143,0,118,280,410,243,321,394,145,0,85,212,4043,122,324,864,0,1064,1066,6523,492,364,384,292,1201,85,97,150,65,70,0,111,0,492
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,116,543,8684,115,235,420,918,470,583,5279,915,512,525,1291,297,1667,380,0,214,170,662,508,103,343,559,261,327,223,322,890,559,1450,0,0,951,76968,164,169,120,102,155,452
MEG_859|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,396,345,583,75,387,634,293,424,299,568,280,3842,721,819,794,1049,195,0,89,474,446,778,369,466,457,464,151,95,586,1477,522,1139,274,34,1699,453,251,123,287,368,123,463
MEG_360|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,26,21,0,0,36,38,0,14,17,0,9,58,8,41,0,83,25,0,0,0,0,48,0,0,67,20,0,0,62,108,64,68,0,0,0,0,25,0,24,46,0,0
MEG_3280|Drugs|betalactams|Class_A_betalactamases|HUGA,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1008|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,95,320,57,1282,120,76,180,127,151,770,168,203,50,219,107,551,119,0,48,99,397,116,0,287,214,179,0,1442,331,638,223,518,887,0,463,5639,94,56,86,43,0,31
MEG_863|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,461,378,616,78,499,671,367,470,323,681,330,3128,979,885,871,1168,229,0,109,478,299,806,434,703,439,495,187,100,509,1539,616,1047,264,30,2147,541,305,156,211,354,110,672
MEG_3013|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,5012,8,0,0,0,0,0,0,0,0,0,16,0,21,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,15,267,0,38,0,92,256,0,0,337,87,0
MEG_4745|Drugs|betalactams|Class_D_betalactamases|OXA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7629|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,56,42,33,348,30,127,72,86,80,28,62,82,85,98,45,132,54,0,30,24,100,49,22,81,68,96,16,126,104,76,80,165,0,0,19,35,27,0,0,0,15,109
MEG_2860|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,4016,11852,20439,27955,14780,32100,7967,34719,9548,15967,8248,121675,21077,13468,115331,16786,5299,0,1783,45156,4957,12450,56408,48772,2132,20496,22784,28154,14592,7482,17851,6573,3683,15911,34319,10559,3309,2719,1392,54173,22373,66847
MEG_6720|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,72,0,0,14,0,0,0,0,0,0
MEG_379|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6952|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,28,0,366,53,0,0,39,13,15,11,17,20,13,66,0,33,10,0,0,9,67,14,64,42,0,0,174,449,30,49,26,248,68,0,0,43,0,11,0,14,0,505
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,192,584,8990,201,245,661,821,350,415,4794,873,356,383,1264,195,1761,334,0,293,179,294,417,101,298,1051,442,383,438,493,1491,632,1919,0,0,875,82053,270,151,173,154,121,381
MEG_2810|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,313,129,129,1481,186,495,90,388,124,47,100,314,110,121,817,200,33,0,561,352,292,50,487,434,185,924,403,471,304,884,356,341,520,0,0,46,274,77,52,110,41,600
MEG_47|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,42,0,9,26,0,13,8,31,0,0,44,0,23,11,0,0,20,0,335,6,23,25,0,678,6,0,0,0,17,0,0,0,6,58,0,7,0,0,0,8
MEG_2792|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,178,289,668,3119,285,446,229,544,322,542,328,459,632,436,360,549,245,0,0,181,594,201,1018,1775,208,355,974,1487,448,629,490,893,625,0,376,573,160,87,71,56,0,1022
MEG_1300|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,9644,1656,0,0,9306,4015,213,3774,4401,0,467,15560,0,11895,0,1492,116062,0,99810,7402,21647,0,0,0,31939,35541,0,1175,7679,32979,29222,190991,30539,40239,0,0,51267,44566,555240,70317,17806,0
MEG_3597|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRD,233,181,782,0,976,362,124,346,2766,288,154,666,0,205,630,364,0,0,227,3008,0,69,330,790,415,992,192,0,255,213,233,0,0,20,510,403,68,467,0,0,0,341
MEG_3801|Drugs|betalactams|Penicillin_binding_protein|MECD,0,121,1113,0,0,0,102,0,101,525,0,175,210,125,817,161,132,0,0,0,0,54,1249,1171,0,0,180,0,0,137,151,422,0,0,1222,106,0,0,0,0,0,878
MEG_5045|Drugs|betalactams|Class_D_betalactamases|OXA,381,0,0,0,0,0,0,0,0,177,0,14,0,0,0,0,0,0,48,51,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,111,0,0,0,0
MEG_1765|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,40,0,0,0,101,0,0,66,0,0,0,0,0,0,0,0,0,165,78,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,158
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,0,192,572,0,31,95,330,136,64,578,245,67,62,233,22,302,87,0,15,27,0,219,7,53,59,49,43,0,47,79,106,0,0,0,228,5933,49,17,6,10,54,98
MEG_4747|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
MEG_1943|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3823,0,0,0,0,0,0
MEG_217|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,45,0,0,0,59,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,76,0,0,0,0,0,0,0,153,86,0,0,0,0,0,0,25,0,0,0,0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,62,1637,16,26,59,82,31,70,758,75,33,101,132,29,191,34,0,16,0,0,63,0,36,158,0,59,0,0,100,56,0,0,0,0,10180,0,0,0,0,0,43
MEG_3671|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1092|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,36,132,5542,100,87,188,205,192,97,7227,142,83,45,169,153,357,88,0,0,104,0,219,1831,257,89,68,6179,0,129,147,152,0,0,0,107,178,0,136,0,144,96,393
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,73,1428,0,0,58,89,45,55,746,114,40,67,126,0,145,29,0,0,0,0,0,0,37,106,0,58,0,58,67,62,0,0,0,21,10816,0,0,0,0,0,0
MEG_6677|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6531|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0
MEG_1424|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,38,0,0,0,0,0,0,0,138,0,0,0,0,134,47,0,0,102,0,0,50,0,302,589,250,0
MEG_7110|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1522,4921,3711,10386,1700,4272,1235,4453,1842,3568,1230,2691,6030,1918,11753,2109,625,0,2072,788,1798,1397,14136,12993,634,4301,6902,6754,3019,2641,3100,2396,2828,0,947,1901,1714,1339,1802,1143,310,8885
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,90,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,14,30,26,0,0,60,0,0,0,0,0,0,0,0,20,0,0,0,0,0,163
MEG_1038|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,2038,13597,6035,29143,4046,5281,4372,7743,5353,6322,4460,8071,4904,6329,6403,9807,3779,0,1117,2411,2880,2911,5113,8869,2999,4533,2830,13338,8138,7024,6327,7446,3205,832,5066,7261,1392,899,1219,2338,793,7260
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,126,834,14141,174,277,442,1286,640,572,10533,1094,432,742,1681,413,1723,505,0,162,247,504,800,178,617,533,158,632,479,290,943,580,1068,0,55,1075,152744,157,265,118,188,173,605
MEG_5277|Drugs|betalactams|Class_D_betalactamases|OXA,81,36,0,0,46,130,0,60,30,19,17,652,132,93,0,155,0,0,0,94,0,144,0,0,50,57,0,0,59,305,82,137,0,0,0,26,44,21,38,78,0,0
MEG_2078|Metals|Copper_resistance|Copper_resistance_regulator|COPS,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4828|Drugs|betalactams|Class_D_betalactamases|OXA,0,143,177,0,0,37,0,0,196,638,30,0,0,140,0,366,0,0,49,0,0,0,0,0,0,111,66,0,266,547,107,958,0,15,132,0,0,48,107,337,0,0
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,428,448,2252,128,352,787,473,405,314,1799,482,1398,2789,979,104,1373,274,0,130,285,223,765,476,120,513,254,1668,196,539,2161,655,1341,291,177,499,1979,297,199,338,563,117,841
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0,40,864,0,0,0,0,0,390,172,0,0,130,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,559,0,0,0,0,0,37,0,0,0,0,0,0
MEG_6042|Drugs|betalactams|Class_A_betalactamases|RAHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6889|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,142,0,0,0,0,0,0,50,15,0,0,0,0,20,0,0,0,0,0,15,0,0,0,0,0,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1041|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,763,1217,4722,878,1061,1652,543,1625,692,1416,606,5079,1336,1507,3558,1549,320,0,295,1384,630,763,11401,2315,676,1924,11397,1342,1737,3131,1524,2686,886,1321,1578,1490,527,354,314,7388,2174,7772
MEG_856|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,358,263,400,64,243,475,207,278,201,374,191,2037,502,513,396,766,146,0,67,332,329,541,207,374,312,376,97,0,397,947,348,794,195,0,1133,292,211,94,220,200,93,318
MEG_841|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,288,0,197,0,0,144,754,418,278,0,448,0,0,0,149,0,307,0,0,0,0,0,0,165,0,0,0,0,0,0,0,96,0,117,0,0,268
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,674,2005,4736,7699,810,2303,1016,2311,1061,3444,724,2232,7943,1266,3850,1130,294,0,963,677,1030,1477,5552,5406,445,1963,3084,3993,1607,2361,1526,1376,1658,100,410,2209,548,949,537,791,166,4088
MEG_771|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1104,681,1197,222,725,1463,589,775,586,1079,519,10237,1054,1781,1755,2162,400,0,167,1177,1112,1808,791,734,1070,871,314,186,1140,3773,1154,2332,375,51,2672,673,558,394,640,1049,262,994
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,893,172,1911,0,286,66,222,151,0,1261,228,137,272,315,0,523,83,0,108,94,0,147,0,0,0,205,117,0,0,542,122,238,0,358,359,21324,0,58,0,53,98,87
MEG_3087|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7559|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
MEG_765|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,5801,3196,1743,988,3338,6958,2738,5189,2173,1032,2503,6356,1834,9589,7171,8035,1667,0,999,2473,1210,6463,6204,5474,3951,4201,2217,1314,4688,13057,5353,10251,2496,297,3303,983,2834,1743,2408,2745,1140,6976
MEG_779|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,498,307,662,82,389,653,300,404,298,543,253,4269,710,873,832,1064,221,0,106,461,395,758,388,502,425,465,148,72,543,1587,504,957,228,37,1684,425,265,155,290,400,103,521
MEG_7561|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1430|Drugs|betalactams|Class_A_betalactamases|BLAZ,41,19,0,0,10,26,0,0,31,0,0,787,0,18,0,0,119,0,105,146,64,0,0,0,505,101,0,33,0,344,110,90,141,393,0,0,91,49,1168,1934,781,0
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,3098,101,3124,46,206,235,357,239,139,1579,404,166,291,410,49,616,206,0,169,209,2142,126,29,112,0,563,225,0,179,795,262,0,0,863,226,36536,80,87,0,87,86,135
MEG_5821|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,13179,3414,0,173,2276,11050,109,7927,3397,0,1638,136364,0,3550,0,1438,172962,0,78707,18559,13700,992,0,0,140468,38643,0,2800,4035,105918,78662,41246,21713,117858,0,224,150651,45252,565222,480264,159268,0
MEG_5847|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACH,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,20
